,Month,Region,Regional GDP
7,2001-12-01,Southland," 2,918 "
8,2002-03-01,Southland," 2,964 "
9,2002-06-01,Southland," 3,010 "
10,2002-09-01,Southland," 3,055 "
11,2002-12-01,Southland," 3,101 "
12,2003-03-01,Southland," 3,147 "
13,2003-06-01,Southland," 3,192 "
14,2003-09-01,Southland," 3,238 "
15,2003-12-01,Southland," 3,284 "
16,2004-03-01,Southland," 3,329 "
17,2004-06-01,Southland," 3,375 "
18,2004-09-01,Southland," 3,421 "
19,2004-12-01,Southland," 3,467 "
20,2005-03-01,Southland," 3,512 "
21,2005-06-01,Southland," 3,558 "
22,2005-09-01,Southland," 3,604 "
23,2005-12-01,Southland," 3,649 "
24,2006-03-01,Southland," 3,695 "
25,2006-06-01,Southland," 3,741 "
26,2006-09-01,Southland," 3,786 "
27,2006-12-01,Southland," 3,832 "
28,2007-03-01,Southland," 3,878 "
29,2007-06-01,Southland," 3,923 "
30,2007-09-01,Southland," 3,969 "
31,2007-12-01,Southland," 4,015 "
32,2008-03-01,Southland," 4,060 "
33,2008-06-01,Southland," 4,106 "
34,2008-09-01,Southland," 4,152 "
35,2008-12-01,Southland," 4,198 "
36,2009-03-01,Southland," 4,243 "
37,2009-06-01,Southland," 4,289 "
38,2009-09-01,Southland," 4,335 "
39,2009-12-01,Southland," 4,380 "
40,2010-03-01,Southland," 4,426 "
41,2010-06-01,Southland," 4,472 "
42,2010-09-01,Southland," 4,517 "
43,2010-12-01,Southland," 4,563 "
44,2011-03-01,Southland," 4,609 "
45,2011-06-01,Southland," 4,654 "
46,2011-09-01,Southland," 4,700 "
47,2011-12-01,Southland," 4,746 "
48,2012-03-01,Southland," 4,792 "
49,2012-06-01,Southland," 4,837 "
50,2012-09-01,Southland," 4,883 "
51,2012-12-01,Southland," 4,929 "
52,2013-03-01,Southland," 4,974 "
53,2013-06-01,Southland," 5,020 "
54,2013-09-01,Southland," 5,066 "
55,2013-12-01,Southland," 5,111 "
56,2014-03-01,Southland," 5,157 "
57,2014-06-01,Southland," 5,203 "
58,2014-09-01,Southland," 5,248 "
59,2014-12-01,Southland," 5,294 "
60,2015-03-01,Southland," 5,340 "
61,2015-06-01,Southland," 5,385 "
62,2015-09-01,Southland," 5,431 "
63,2015-12-01,Southland," 5,477 "
64,2016-03-01,Southland," 5,523 "
65,2016-06-01,Southland," 5,568 "
66,2016-09-01,Southland," 5,614 "
67,2016-12-01,Southland," 5,660 "
68,2017-03-01,Southland," 5,705 "
69,2017-06-01,Southland," 5,751 "
70,2017-09-01,Southland," 5,797 "
71,2017-12-01,Southland," 5,842 "
72,2018-03-01,Southland," 5,888 "
73,2018-06-01,Southland," 5,934 "
74,2018-09-01,Southland," 5,979 "
75,2018-12-01,Southland," 6,025 "
0,2000-03-01,Waikato," 9,384 "
1,2000-06-01,Waikato," 9,567 "
2,2000-09-01,Waikato," 9,750 "
3,2000-12-01,Waikato," 9,933 "
4,2001-03-01,Waikato," 10,116 "
5,2001-06-01,Waikato," 10,299 "
6,2001-09-01,Waikato," 10,482 "
7,2001-12-01,Waikato," 10,665 "
8,2002-03-01,Waikato," 10,848 "
9,2002-06-01,Waikato," 11,031 "
10,2002-09-01,Waikato," 11,214 "
11,2002-12-01,Waikato," 11,397 "
12,2003-03-01,Waikato," 11,580 "
13,2003-06-01,Waikato," 11,763 "
14,2003-09-01,Waikato," 11,946 "
15,2003-12-01,Waikato," 12,129 "
16,2004-03-01,Waikato," 12,312 "
17,2004-06-01,Waikato," 12,495 "
18,2004-09-01,Waikato," 12,678 "
19,2004-12-01,Waikato," 12,861 "
20,2005-03-01,Waikato," 13,045 "
21,2005-06-01,Waikato," 13,228 "
22,2005-09-01,Waikato," 13,411 "
23,2005-12-01,Waikato," 13,594 "
24,2006-03-01,Waikato," 13,777 "
25,2006-06-01,Waikato," 13,960 "
26,2006-09-01,Waikato," 14,143 "
27,2006-12-01,Waikato," 14,326 "
28,2007-03-01,Waikato," 14,509 "
29,2007-06-01,Waikato," 14,692 "
30,2007-09-01,Waikato," 14,875 "
31,2007-12-01,Waikato," 15,058 "
32,2008-03-01,Waikato," 15,241 "
33,2008-06-01,Waikato," 15,424 "
34,2008-09-01,Waikato," 15,607 "
35,2008-12-01,Waikato," 15,790 "
36,2009-03-01,Waikato," 15,973 "
37,2009-06-01,Waikato," 16,156 "
38,2009-09-01,Waikato," 16,339 "
39,2009-12-01,Waikato," 16,522 "
40,2010-03-01,Waikato," 16,705 "
41,2010-06-01,Waikato," 16,888 "
42,2010-09-01,Waikato," 17,071 "
43,2010-12-01,Waikato," 17,254 "
44,2011-03-01,Waikato," 17,437 "
45,2011-06-01,Waikato," 17,621 "
46,2011-09-01,Waikato," 17,804 "
47,2011-12-01,Waikato," 17,987 "
48,2012-03-01,Waikato," 18,170 "
49,2012-06-01,Waikato," 18,353 "
50,2012-09-01,Waikato," 18,536 "
51,2012-12-01,Waikato," 18,719 "
52,2013-03-01,Waikato," 18,902 "
53,2013-06-01,Waikato," 19,085 "
54,2013-09-01,Waikato," 19,268 "
55,2013-12-01,Waikato," 19,451 "
56,2014-03-01,Waikato," 19,634 "
57,2014-06-01,Waikato," 19,817 "
58,2014-09-01,Waikato," 20,000 "
59,2014-12-01,Waikato," 20,183 "
60,2015-03-01,Waikato," 20,366 "
61,2015-06-01,Waikato," 20,549 "
62,2015-09-01,Waikato," 20,732 "
63,2015-12-01,Waikato," 20,915 "
64,2016-03-01,Waikato," 21,098 "
65,2016-06-01,Waikato," 21,281 "
66,2016-09-01,Waikato," 21,464 "
67,2016-12-01,Waikato," 21,647 "
68,2017-03-01,Waikato," 21,830 "
69,2017-06-01,Waikato," 22,014 "
70,2017-09-01,Waikato," 22,197 "
71,2017-12-01,Waikato," 22,380 "
72,2018-03-01,Waikato," 22,563 "
73,2018-06-01,Waikato," 22,746 "
74,2018-09-01,Waikato," 22,929 "
75,2018-12-01,Waikato," 23,112 "
0,2000-03-01,Taranaki," 3,861 "
1,2000-06-01,Taranaki," 3,953 "
2,2000-09-01,Taranaki," 4,045 "
3,2000-12-01,Taranaki," 4,137 "
4,2001-03-01,Taranaki," 4,229 "
5,2001-06-01,Taranaki," 4,321 "
6,2001-09-01,Taranaki," 4,413 "
7,2001-12-01,Taranaki," 4,505 "
8,2002-03-01,Taranaki," 4,597 "
9,2002-06-01,Taranaki," 4,689 "
10,2002-09-01,Taranaki," 4,782 "
11,2002-12-01,Taranaki," 4,874 "
12,2003-03-01,Taranaki," 4,966 "
13,2003-06-01,Taranaki," 5,058 "
14,2003-09-01,Taranaki," 5,150 "
15,2003-12-01,Taranaki," 5,242 "
16,2004-03-01,Taranaki," 5,334 "
17,2004-06-01,Taranaki," 5,426 "
18,2004-09-01,Taranaki," 5,518 "
19,2004-12-01,Taranaki," 5,610 "
20,2005-03-01,Taranaki," 5,702 "
21,2005-06-01,Taranaki," 5,794 "
22,2005-09-01,Taranaki," 5,886 "
23,2005-12-01,Taranaki," 5,978 "
24,2006-03-01,Taranaki," 6,070 "
25,2006-06-01,Taranaki," 6,162 "
26,2006-09-01,Taranaki," 6,254 "
27,2006-12-01,Taranaki," 6,346 "
28,2007-03-01,Taranaki," 6,438 "
29,2007-06-01,Taranaki," 6,530 "
30,2007-09-01,Taranaki," 6,622 "
31,2007-12-01,Taranaki," 6,714 "
32,2008-03-01,Taranaki," 6,806 "
33,2008-06-01,Taranaki," 6,899 "
34,2008-09-01,Taranaki," 6,991 "
35,2008-12-01,Taranaki," 7,083 "
36,2009-03-01,Taranaki," 7,175 "
37,2009-06-01,Taranaki," 7,267 "
38,2009-09-01,Taranaki," 7,359 "
39,2009-12-01,Taranaki," 7,451 "
40,2010-03-01,Taranaki," 7,543 "
41,2010-06-01,Taranaki," 7,635 "
42,2010-09-01,Taranaki," 7,727 "
43,2010-12-01,Taranaki," 7,819 "
44,2011-03-01,Taranaki," 7,911 "
45,2011-06-01,Taranaki," 8,003 "
46,2011-09-01,Taranaki," 8,095 "
47,2011-12-01,Taranaki," 8,187 "
48,2012-03-01,Taranaki," 8,279 "
49,2012-06-01,Taranaki," 8,371 "
50,2012-09-01,Taranaki," 8,463 "
51,2012-12-01,Taranaki," 8,555 "
52,2013-03-01,Taranaki," 8,647 "
53,2013-06-01,Taranaki," 8,739 "
54,2013-09-01,Taranaki," 8,831 "
55,2013-12-01,Taranaki," 8,923 "
56,2014-03-01,Taranaki," 9,015 "
57,2014-06-01,Taranaki," 9,108 "
58,2014-09-01,Taranaki," 9,200 "
59,2014-12-01,Taranaki," 9,292 "
60,2015-03-01,Taranaki," 9,384 "
61,2015-06-01,Taranaki," 9,476 "
62,2015-09-01,Taranaki," 9,568 "
63,2015-12-01,Taranaki," 9,660 "
64,2016-03-01,Taranaki," 9,752 "
65,2016-06-01,Taranaki," 9,844 "
66,2016-09-01,Taranaki," 9,936 "
67,2016-12-01,Taranaki," 10,028 "
68,2017-03-01,Taranaki," 10,120 "
69,2017-06-01,Taranaki," 10,212 "
70,2017-09-01,Taranaki," 10,304 "
71,2017-12-01,Taranaki," 10,396 "
72,2018-03-01,Taranaki," 10,488 "
73,2018-06-01,Taranaki," 10,580 "
74,2018-09-01,Taranaki," 10,672 "
75,2018-12-01,Taranaki," 10,764 "
0,2000-03-01,Tasman," 2,062 "
1,2000-06-01,Tasman," 2,099 "
2,2000-09-01,Tasman," 2,135 "
3,2000-12-01,Tasman," 2,172 "
4,2001-03-01,Tasman," 2,209 "
5,2001-06-01,Tasman," 2,246 "
6,2001-09-01,Tasman," 2,282 "
7,2001-12-01,Tasman," 2,319 "
8,2002-03-01,Tasman," 2,356 "
9,2002-06-01,Tasman," 2,393 "
10,2002-09-01,Tasman," 2,429 "
11,2002-12-01,Tasman," 2,466 "
12,2003-03-01,Tasman," 2,503 "
13,2003-06-01,Tasman," 2,540 "
14,2003-09-01,Tasman," 2,576 "
15,2003-12-01,Tasman," 2,613 "
16,2004-03-01,Tasman," 2,650 "
17,2004-06-01,Tasman," 2,687 "
18,2004-09-01,Tasman," 2,723 "
19,2004-12-01,Tasman," 2,760 "
20,2005-03-01,Tasman," 2,797 "
21,2005-06-01,Tasman," 2,833 "
22,2005-09-01,Tasman," 2,870 "
23,2005-12-01,Tasman," 2,907 "
24,2006-03-01,Tasman," 2,944 "
25,2006-06-01,Tasman," 2,980 "
26,2006-09-01,Tasman," 3,017 "
27,2006-12-01,Tasman," 3,054 "
28,2007-03-01,Tasman," 3,091 "
29,2007-06-01,Tasman," 3,127 "
30,2007-09-01,Tasman," 3,164 "
31,2007-12-01,Tasman," 3,201 "
32,2008-03-01,Tasman," 3,238 "
33,2008-06-01,Tasman," 3,274 "
34,2008-09-01,Tasman," 3,311 "
35,2008-12-01,Tasman," 3,348 "
36,2009-03-01,Tasman," 3,385 "
37,2009-06-01,Tasman," 3,421 "
38,2009-09-01,Tasman," 3,458 "
39,2009-12-01,Tasman," 3,495 "
40,2010-03-01,Tasman," 3,532 "
41,2010-06-01,Tasman," 3,568 "
42,2010-09-01,Tasman," 3,605 "
43,2010-12-01,Tasman," 3,642 "
44,2011-03-01,Tasman," 3,679 "
45,2011-06-01,Tasman," 3,715 "
46,2011-09-01,Tasman," 3,752 "
47,2011-12-01,Tasman," 3,789 "
48,2012-03-01,Tasman," 3,826 "
49,2012-06-01,Tasman," 3,862 "
50,2012-09-01,Tasman," 3,899 "
51,2012-12-01,Tasman," 3,936 "
52,2013-03-01,Tasman," 3,972 "
53,2013-06-01,Tasman," 4,009 "
54,2013-09-01,Tasman," 4,046 "
55,2013-12-01,Tasman," 4,083 "
56,2014-03-01,Tasman," 4,119 "
57,2014-06-01,Tasman," 4,156 "
58,2014-09-01,Tasman," 4,193 "
59,2014-12-01,Tasman," 4,230 "
60,2015-03-01,Tasman," 4,266 "
61,2015-06-01,Tasman," 4,303 "
62,2015-09-01,Tasman," 4,340 "
63,2015-12-01,Tasman," 4,377 "
64,2016-03-01,Tasman," 4,413 "
65,2016-06-01,Tasman," 4,450 "
66,2016-09-01,Tasman," 4,487 "
67,2016-12-01,Tasman," 4,524 "
68,2017-03-01,Tasman," 4,560 "
69,2017-06-01,Tasman," 4,597 "
70,2017-09-01,Tasman," 4,634 "
71,2017-12-01,Tasman," 4,671 "
72,2018-03-01,Tasman," 4,707 "
73,2018-06-01,Tasman," 4,744 "
74,2018-09-01,Tasman," 4,781 "
75,2018-12-01,Tasman," 4,818 "
0,2000-03-01,Nelson," 2,062 "
1,2000-06-01,Nelson," 2,099 "
2,2000-09-01,Nelson," 2,135 "
3,2000-12-01,Nelson," 2,172 "
4,2001-03-01,Nelson," 2,209 "
5,2001-06-01,Nelson," 2,246 "
6,2001-09-01,Nelson," 2,282 "
7,2001-12-01,Nelson," 2,319 "
8,2002-03-01,Nelson," 2,356 "
9,2002-06-01,Nelson," 2,393 "
10,2002-09-01,Nelson," 2,429 "
11,2002-12-01,Nelson," 2,466 "
12,2003-03-01,Nelson," 2,503 "
13,2003-06-01,Nelson," 2,540 "
14,2003-09-01,Nelson," 2,576 "
15,2003-12-01,Nelson," 2,613 "
16,2004-03-01,Nelson," 2,650 "
17,2004-06-01,Nelson," 2,687 "
18,2004-09-01,Nelson," 2,723 "
19,2004-12-01,Nelson," 2,760 "
20,2005-03-01,Nelson," 2,797 "
21,2005-06-01,Nelson," 2,833 "
22,2005-09-01,Nelson," 2,870 "
23,2005-12-01,Nelson," 2,907 "
24,2006-03-01,Nelson," 2,944 "
25,2006-06-01,Nelson," 2,980 "
26,2006-09-01,Nelson," 3,017 "
27,2006-12-01,Nelson," 3,054 "
28,2007-03-01,Nelson," 3,091 "
29,2007-06-01,Nelson," 3,127 "
30,2007-09-01,Nelson," 3,164 "
31,2007-12-01,Nelson," 3,201 "
32,2008-03-01,Nelson," 3,238 "
33,2008-06-01,Nelson," 3,274 "
34,2008-09-01,Nelson," 3,311 "
35,2008-12-01,Nelson," 3,348 "
36,2009-03-01,Nelson," 3,385 "
37,2009-06-01,Nelson," 3,421 "
38,2009-09-01,Nelson," 3,458 "
39,2009-12-01,Nelson," 3,495 "
40,2010-03-01,Nelson," 3,532 "
41,2010-06-01,Nelson," 3,568 "
42,2010-09-01,Nelson," 3,605 "
43,2010-12-01,Nelson," 3,642 "
44,2011-03-01,Nelson," 3,679 "
45,2011-06-01,Nelson," 3,715 "
46,2011-09-01,Nelson," 3,752 "
47,2011-12-01,Nelson," 3,789 "
48,2012-03-01,Nelson," 3,826 "
49,2012-06-01,Nelson," 3,862 "
50,2012-09-01,Nelson," 3,899 "
51,2012-12-01,Nelson," 3,936 "
52,2013-03-01,Nelson," 3,972 "
53,2013-06-01,Nelson," 4,009 "
54,2013-09-01,Nelson," 4,046 "
55,2013-12-01,Nelson," 4,083 "
56,2014-03-01,Nelson," 4,119 "
57,2014-06-01,Nelson," 4,156 "
58,2014-09-01,Nelson," 4,193 "
59,2014-12-01,Nelson," 4,230 "
60,2015-03-01,Nelson," 4,266 "
61,2015-06-01,Nelson," 4,303 "
62,2015-09-01,Nelson," 4,340 "
63,2015-12-01,Nelson," 4,377 "
64,2016-03-01,Nelson," 4,413 "
65,2016-06-01,Nelson," 4,450 "
66,2016-09-01,Nelson," 4,487 "
67,2016-12-01,Nelson," 4,524 "
68,2017-03-01,Nelson," 4,560 "
69,2017-06-01,Nelson," 4,597 "
70,2017-09-01,Nelson," 4,634 "
71,2017-12-01,Nelson," 4,671 "
72,2018-03-01,Nelson," 4,707 "
73,2018-06-01,Nelson," 4,744 "
74,2018-09-01,Nelson," 4,781 "
75,2018-12-01,Nelson," 4,818 "
0,2000-03-01,Wellington," 16,457 "
1,2000-06-01,Wellington," 16,727 "
2,2000-09-01,Wellington," 16,996 "
3,2000-12-01,Wellington," 17,265 "
4,2001-03-01,Wellington," 17,534 "
5,2001-06-01,Wellington," 17,804 "
6,2001-09-01,Wellington," 18,073 "
7,2001-12-01,Wellington," 18,342 "
8,2002-03-01,Wellington," 18,612 "
9,2002-06-01,Wellington," 18,881 "
10,2002-09-01,Wellington," 19,150 "
11,2002-12-01,Wellington," 19,419 "
12,2003-03-01,Wellington," 19,689 "
13,2003-06-01,Wellington," 19,958 "
14,2003-09-01,Wellington," 20,227 "
15,2003-12-01,Wellington," 20,497 "
16,2004-03-01,Wellington," 20,766 "
17,2004-06-01,Wellington," 21,035 "
18,2004-09-01,Wellington," 21,304 "
19,2004-12-01,Wellington," 21,574 "
20,2005-03-01,Wellington," 21,843 "
21,2005-06-01,Wellington," 22,112 "
22,2005-09-01,Wellington," 22,382 "
23,2005-12-01,Wellington," 22,651 "
24,2006-03-01,Wellington," 22,920 "
25,2006-06-01,Wellington," 23,189 "
26,2006-09-01,Wellington," 23,459 "
27,2006-12-01,Wellington," 23,728 "
28,2007-03-01,Wellington," 23,997 "
29,2007-06-01,Wellington," 24,267 "
30,2007-09-01,Wellington," 24,536 "
31,2007-12-01,Wellington," 24,805 "
32,2008-03-01,Wellington," 25,074 "
33,2008-06-01,Wellington," 25,344 "
34,2008-09-01,Wellington," 25,613 "
35,2008-12-01,Wellington," 25,882 "
36,2009-03-01,Wellington," 26,152 "
37,2009-06-01,Wellington," 26,421 "
38,2009-09-01,Wellington," 26,690 "
39,2009-12-01,Wellington," 26,959 "
40,2010-03-01,Wellington," 27,229 "
41,2010-06-01,Wellington," 27,498 "
42,2010-09-01,Wellington," 27,767 "
43,2010-12-01,Wellington," 28,037 "
44,2011-03-01,Wellington," 28,306 "
45,2011-06-01,Wellington," 28,575 "
46,2011-09-01,Wellington," 28,844 "
47,2011-12-01,Wellington," 29,114 "
48,2012-03-01,Wellington," 29,383 "
49,2012-06-01,Wellington," 29,652 "
50,2012-09-01,Wellington," 29,922 "
51,2012-12-01,Wellington," 30,191 "
52,2013-03-01,Wellington," 30,460 "
53,2013-06-01,Wellington," 30,729 "
54,2013-09-01,Wellington," 30,999 "
55,2013-12-01,Wellington," 31,268 "
56,2014-03-01,Wellington," 31,537 "
57,2014-06-01,Wellington," 31,807 "
58,2014-09-01,Wellington," 32,076 "
59,2014-12-01,Wellington," 32,345 "
60,2015-03-01,Wellington," 32,614 "
61,2015-06-01,Wellington," 32,884 "
62,2015-09-01,Wellington," 33,153 "
63,2015-12-01,Wellington," 33,422 "
64,2016-03-01,Wellington," 33,692 "
65,2016-06-01,Wellington," 33,961 "
66,2016-09-01,Wellington," 34,230 "
67,2016-12-01,Wellington," 34,499 "
68,2017-03-01,Wellington," 34,769 "
69,2017-06-01,Wellington," 35,038 "
70,2017-09-01,Wellington," 35,307 "
71,2017-12-01,Wellington," 35,577 "
72,2018-03-01,Wellington," 35,846 "
73,2018-06-01,Wellington," 36,115 "
74,2018-09-01,Wellington," 36,384 "
75,2018-12-01,Wellington," 36,654 "
0,2000-03-01,West Coast, 695 
1,2000-06-01,West Coast, 713 
2,2000-09-01,West Coast, 730 
3,2000-12-01,West Coast, 747 
4,2001-03-01,West Coast, 764 
5,2001-06-01,West Coast, 781 
6,2001-09-01,West Coast, 799 
7,2001-12-01,West Coast, 816 
8,2002-03-01,West Coast, 833 
9,2002-06-01,West Coast, 850 
10,2002-09-01,West Coast, 867 
11,2002-12-01,West Coast, 885 
12,2003-03-01,West Coast, 902 
13,2003-06-01,West Coast, 919 
14,2003-09-01,West Coast, 936 
15,2003-12-01,West Coast, 953 
16,2004-03-01,West Coast, 971 
17,2004-06-01,West Coast, 988 
18,2004-09-01,West Coast," 1,005 "
19,2004-12-01,West Coast," 1,022 "
20,2005-03-01,West Coast," 1,039 "
21,2005-06-01,West Coast," 1,056 "
22,2005-09-01,West Coast," 1,074 "
23,2005-12-01,West Coast," 1,091 "
24,2006-03-01,West Coast," 1,108 "
25,2006-06-01,West Coast," 1,125 "
26,2006-09-01,West Coast," 1,142 "
27,2006-12-01,West Coast," 1,160 "
28,2007-03-01,West Coast," 1,177 "
29,2007-06-01,West Coast," 1,194 "
30,2007-09-01,West Coast," 1,211 "
31,2007-12-01,West Coast," 1,228 "
32,2008-03-01,West Coast," 1,246 "
33,2008-06-01,West Coast," 1,263 "
34,2008-09-01,West Coast," 1,280 "
35,2008-12-01,West Coast," 1,297 "
36,2009-03-01,West Coast," 1,314 "
37,2009-06-01,West Coast," 1,332 "
38,2009-09-01,West Coast," 1,349 "
39,2009-12-01,West Coast," 1,366 "
40,2010-03-01,West Coast," 1,383 "
41,2010-06-01,West Coast," 1,400 "
42,2010-09-01,West Coast," 1,418 "
43,2010-12-01,West Coast," 1,435 "
44,2011-03-01,West Coast," 1,452 "
45,2011-06-01,West Coast," 1,469 "
46,2011-09-01,West Coast," 1,486 "
47,2011-12-01,West Coast," 1,504 "
48,2012-03-01,West Coast," 1,521 "
49,2012-06-01,West Coast," 1,538 "
50,2012-09-01,West Coast," 1,555 "
51,2012-12-01,West Coast," 1,572 "
52,2013-03-01,West Coast," 1,590 "
53,2013-06-01,West Coast," 1,607 "
54,2013-09-01,West Coast," 1,624 "
55,2013-12-01,West Coast," 1,641 "
56,2014-03-01,West Coast," 1,658 "
57,2014-06-01,West Coast," 1,676 "
58,2014-09-01,West Coast," 1,693 "
59,2014-12-01,West Coast," 1,710 "
60,2015-03-01,West Coast," 1,727 "
61,2015-06-01,West Coast," 1,744 "
62,2015-09-01,West Coast," 1,762 "
63,2015-12-01,West Coast," 1,779 "
64,2016-03-01,West Coast," 1,796 "
65,2016-06-01,West Coast," 1,813 "
66,2016-09-01,West Coast," 1,830 "
67,2016-12-01,West Coast," 1,848 "
68,2017-03-01,West Coast," 1,865 "
69,2017-06-01,West Coast," 1,882 "
70,2017-09-01,West Coast," 1,899 "
71,2017-12-01,West Coast," 1,916 "
72,2018-03-01,West Coast," 1,933 "
73,2018-06-01,West Coast," 1,951 "
74,2018-09-01,West Coast," 1,968 "
75,2018-12-01,West Coast," 1,985 "
