publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2013p546148,earthquake,2013-07-22T01:48:33.843Z,2016-04-17T21:32:15.198Z,174.3281317,-41.55729208,4.499364469,15.8984375,M,,NonLinLoc,confirmed,manual,nz3drx,33,26,18,0.21249793,113.3721095,0.232957003,0
2013p545900,earthquake,2013-07-21T23:35:52.160Z,2016-05-26T04:05:22.172Z,174.2361902,-41.64717635,4.493694341,10.0390625,M,,NonLinLoc,confirmed,manual,nz3drx,37,25,16,0.105063242,105.5921263,0.410565027,0
2013p545810,earthquake,2013-07-21T22:48:14.618Z,2016-05-25T23:10:42.815Z,174.2703678,-41.59354523,4.010373982,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,25,16,6,0.163266181,119.209727,0.636451346,0
2013p545809,earthquake,2013-07-21T22:47:24.323Z,2016-05-25T22:52:27.718Z,174.2553772,-41.61145532,4.964483841,15.078125,M,,NonLinLoc,confirmed,manual,nz3drx,31,26,17,0.143050142,106.3946699,0.4337881,0
2013p545289,earthquake,2013-07-21T18:10:06.554Z,2016-05-18T21:48:51.604Z,174.367973,-41.55888142,4.190761307,14.375,M,,NonLinLoc,confirmed,manual,nz3drx,43,34,17,0.225118859,120.5421497,0.305773015,0
2013p544974,earthquake,2013-07-21T15:22:13.065Z,2016-05-11T03:10:46.734Z,174.2881458,-41.45226722,4.813500325,12.265625,M,,NonLinLoc,confirmed,manual,nz3drx,31,26,17,0.24018469,91.98911856,0.295842876,0
2013p544960,earthquake,2013-07-21T15:15:11.707Z,2016-05-10T23:11:24.080Z,174.3099568,-41.43998126,4.903578569,14.4921875,M,,NonLinLoc,confirmed,manual,nz3drx,58,51,16,0.228905894,93.27786603,0.337594104,0
2013p544668,earthquake,2013-07-21T12:39:07.781Z,2016-04-28T23:32:12.594Z,174.3425265,-41.58524099,4.501631332,14.2578125,M,,NonLinLoc,confirmed,manual,nz3drx,55,45,16,0.192503011,121.9599333,0.254146776,0
2013p544418,earthquake,2013-07-21T10:27:16.081Z,2016-04-14T04:46:18.394Z,174.2352143,-41.63296727,4.181580887,14.4921875,M,,NonLinLoc,confirmed,manual,nz3drx,37,29,13,0.119005114,110.5081706,0.295691574,0
2013p544344,earthquake,2013-07-21T09:47:43.301Z,2016-04-12T03:10:01.422Z,174.3436382,-41.53564467,4.502787249,15.078125,M,,NonLinLoc,confirmed,manual,nz3drx,37,30,12,0.237150286,111.9907194,0.255671201,0
2013p544317,earthquake,2013-07-21T09:32:13.313Z,2016-04-11T06:17:49.922Z,174.3062643,-41.64297954,4.662406154,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,26,20,12,0.128696709,136.3558137,0.392929633,0
2013p544222,earthquake,2013-07-21T08:42:24.391Z,2016-04-11T02:24:16.331Z,174.2091999,-41.6522223,4.141651478,14.9609375,M,,NonLinLoc,confirmed,manual,nz3drx,39,28,11,0.098482916,94.6465135,0.440826829,0
2013p544197,earthquake,2013-07-21T08:28:15.609Z,2015-11-23T03:46:18.473Z,174.31422,-41.594209,4.7416695,20.761719,M,,NonLinLoc,confirmed,manual,nz3drx,39,34,7,0.17444365,130.34199,0.1238491,0
2013p544164,earthquake,2013-07-21T08:10:52.600Z,2015-11-19T21:19:05.387Z,174.2908842,-41.60082155,4.355964355,15.078125,M,,NonLinLoc,confirmed,manual,nz3drx,80,63,23,0.161263942,114.0610472,0.479120755,0
2013p544136,earthquake,2013-07-21T07:55:59.809Z,2015-11-18T04:26:37.493Z,174.2452914,-41.6378512,4.261695846,16.953125,M,,NonLinLoc,confirmed,manual,nz3drx,43,37,23,0.115557038,107.5383315,0.467248229,0
2013p544117,earthquake,2013-07-21T07:45:59.354Z,2015-11-18T03:51:56.048Z,174.2658835,-41.60300585,4.427843383,13.3203125,M,,NonLinLoc,confirmed,manual,nz3drx,56,49,23,0.153216543,107.9532517,0.641337354,0
2013p544085,earthquake,2013-07-21T07:28:49.298Z,2015-11-12T02:00:58.901Z,174.306375,-41.62129581,4.340219794,10.390625,M,,NonLinLoc,confirmed,manual,nz3drx,29,23,14,0.147514974,122.768238,0.304517681,0
2013p544030,earthquake,2013-07-21T06:59:14.955Z,2015-05-07T00:31:31.022Z,174.3987585,-41.54331413,4.80214114,16.30859375,M,,NonLinLoc,confirmed,manual,nz3drx,51,45,26,0.250843789,121.7823273,0.347571242,0
2013p544011,earthquake,2013-07-21T06:49:29.551Z,2015-05-06T23:27:29.253Z,174.3214983,-41.59192096,4.112093114,14.31640625,M,,NonLinLoc,confirmed,manual,nz3drx,43,35,21,0.178959656,119.2171965,0.39983695,0
2013p543935,earthquake,2013-07-21T06:08:49.022Z,2015-05-06T01:14:56.702Z,174.2569395,-41.63214606,4.038483413,8.57421875,M,,NonLinLoc,confirmed,manual,nz3drx,35,30,19,0.123244235,110.5808296,0.351808095,0
2013p543930,earthquake,2013-07-21T06:06:22.587Z,2015-05-06T00:48:53.296Z,174.3786997,-41.51186253,4.49017547,20.99609375,M,,NonLinLoc,confirmed,manual,nz3drx,50,46,27,0.27030639,112.7907558,0.367750288,0
2013p543865,earthquake,2013-07-21T05:31:37.668Z,2015-05-05T21:36:29.642Z,174.4103101,-41.60683532,4.610687255,12.1825,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,41,36,23,0.206942419,130.3493887,0.564008307,0
2013p543861,earthquake,2013-07-21T05:29:30.675Z,2015-05-05T21:31:08.143Z,174.3048646,-41.55306246,4.679206605,23.69140625,M,,NonLinLoc,confirmed,manual,nz3drx,46,40,30,0.209888641,108.2661957,0.453105948,0
2013p543851,earthquake,2013-07-21T05:23:54.340Z,2015-05-05T21:18:01.616Z,174.2944457,-41.5975898,4.277757689,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,31,25,18,0.165273559,114.2723159,0.390996619,0
2013p543846,earthquake,2013-07-21T05:21:29.405Z,2015-05-05T21:11:23.583Z,174.3198399,-41.55079228,4.181915077,5.0225,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,32,25,12,0.216038016,110.6613718,0.772039036,0
2013p543840,earthquake,2013-07-21T05:18:12.594Z,2015-05-05T21:03:16.573Z,174.3198399,-41.55079228,4.408424653,12.0375,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,23,21,9,0.216038016,110.6613718,0.36657415,0
2013p543838,earthquake,2013-07-21T05:16:59.994Z,2015-05-05T19:59:05.364Z,174.4250349,-41.49508578,4.447771952,15.8984375,M,,NonLinLoc,confirmed,manual,nz3drx,29,24,14,0.302387804,115.336442,0.385728488,0
2013p543832,earthquake,2013-07-21T05:13:50.212Z,2015-05-05T19:56:18.441Z,174.3591319,-41.53505809,5.179988411,13.73046875,M,,NonLinLoc,confirmed,manual,nz3drx,25,17,10,0.242795215,114.3146493,0.19459043,0
2013p543829,earthquake,2013-07-21T05:13:12.191Z,2015-05-05T19:49:57.691Z,174.3081009,-41.6305218,4.640139683,12.005,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,27,20,10,0.237171883,127.9684304,0.541990314,0
2013p543825,earthquake,2013-07-21T05:12:23.330Z,2016-07-04T03:38:43.258Z,174.4054051,-41.49242245,4.73595443,13.671875,M,,NonLinLoc,confirmed,manual,nz3drx,41,23,17,0.29522757,112.5949477,0.582578995,0
2013p543826,earthquake,2013-07-21T05:12:02.321Z,2016-07-04T04:30:22.307Z,174.4251083,-41.5263656,4.168554868,6.640625,M,,NonLinLoc,confirmed,manual,nz3drx,11,7,3,0.276193603,144.8005073,0.539452568,0
2013p543824,earthquake,2013-07-21T05:09:30.528Z,2015-05-05T19:45:54.712Z,174.3228852,-41.59821757,6.493254878,15.60546875,M,,NonLinLoc,confirmed,manual,nz3drx,52,45,24,0.173849771,120.9688364,0.360554905,0
2013p543788,earthquake,2013-07-21T04:50:19.197Z,2015-05-05T18:50:24.392Z,174.3682916,-41.54617089,4.397806549,13.96484375,M,,NonLinLoc,confirmed,manual,nz3drx,47,39,22,0.236258724,117.9206163,0.298430729,0
2013p543384,earthquake,2013-07-21T01:15:24.628Z,2015-05-04T23:34:11.603Z,174.3666517,-41.59950454,4.334136198,17.48046875,M,,NonLinLoc,confirmed,manual,nz3drx,48,43,23,0.19070309,128.5324404,0.311075133,0
2013p543285,earthquake,2013-07-21T00:21:39.056Z,2015-05-04T22:40:17.953Z,174.4103101,-41.60683532,4.33590637,5.0225,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,30,26,19,0.206942419,132.3088967,0.642779027,0
2013p543283,earthquake,2013-07-21T00:21:24.079Z,2015-05-04T22:27:48.406Z,174.4103101,-41.60683532,4.012698949,5.1825,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,30,24,7,0.206942419,132.3088967,0.491498129,0
2013p543121,earthquake,2013-07-20T22:55:16.892Z,2015-05-04T21:44:26.507Z,174.3844305,-41.56228495,4.955740953,19.6484375,M,,NonLinLoc,confirmed,manual,nz3drx,55,46,31,0.228965755,134.0562005,0.381047958,0
2013p542958,earthquake,2013-07-20T21:28:21.147Z,2015-05-04T19:45:12.003Z,174.3502242,-41.62738082,4.557028627,15.72265625,M,,NonLinLoc,confirmed,manual,nz3drx,50,45,29,0.161005268,131.0445164,0.431373827,0
2013p542737,earthquake,2013-07-20T19:30:32.139Z,2015-05-03T22:59:59.714Z,174.3611551,-41.600177,4.368106356,18.18359375,M,,NonLinLoc,confirmed,manual,nz3drx,54,45,26,0.187680038,128.4752157,0.394947394,0
2013p542721,earthquake,2013-07-20T19:22:07.797Z,2015-05-03T22:42:53.118Z,174.3839755,-41.56539938,4.135146541,13.02734375,M,,NonLinLoc,confirmed,manual,nz3drx,47,43,22,0.226186693,124.5238222,0.291408406,0
2013p542718,earthquake,2013-07-20T19:20:16.163Z,2015-05-03T22:30:44.502Z,174.370139,-41.5704139,4.272368797,12.08984375,M,,NonLinLoc,confirmed,manual,nz3drx,24,16,12,0.216171039,123.4633221,0.174449841,0
2013p542711,earthquake,2013-07-20T19:17:10.844Z,2015-05-15T04:17:36.294Z,174.3903082,-41.5537,5.76767992,20.703125,M,,NonLinLoc,confirmed,manual,nz3drx,50,44,20,0.238608182,122.8412326,0.353353196,0
2013p542688,earthquake,2013-07-20T19:04:42.410Z,2015-05-03T22:10:05.242Z,174.3914571,-41.57750517,4.118285425,20.8203125,M,,NonLinLoc,confirmed,manual,nz3drx,59,52,34,0.21966625,115.5193211,0.522179394,0
2013p538215,earthquake,2013-07-19T03:21:15.034Z,2016-07-03T23:53:12.348Z,174.4267382,-41.51515363,4.685979628,14.9609375,M,,NonLinLoc,confirmed,manual,nz3drx,50,37,13,0.286167671,119.4710099,0.35615411,0
2013p537512,earthquake,2013-07-18T21:06:39.068Z,2015-04-29T23:18:29.576Z,174.4045934,-41.54557104,5.697137644,20.64453125,M,,NonLinLoc,confirmed,manual,nz3drx,52,40,23,0.251462097,123.0734406,0.257382979,0
2013p227990,earthquake,2013-03-26T08:33:26.169Z,2015-03-11T18:52:34.689Z,173.6012546,-41.58262247,4.446718469,59.2578125,M,,NonLinLoc,confirmed,manual,nz3drx,59,52,34,0.244137331,60.28163924,0.498229036,0
2013p214782,earthquake,2013-03-21T11:15:54.724Z,2015-03-08T22:18:09.629Z,176.0785342,-40.95866538,4.321603623,36.9921875,M,,NonLinLoc,confirmed,manual,nz3drx,72,62,46,0.106835176,152.1896974,0.407813031,0
2013p128381,earthquake,2013-02-17T12:01:29.473Z,2015-03-09T23:08:20.461Z,173.883587,-41.77196607,4.687196814,22.9296875,MLv,,NonLinLoc,confirmed,manual,nz3drx,71,56,22,0.055589073,116.9912451,0.44433509,0.225478578
2013p086823,earthquake,2013-02-02T02:59:35.274Z,2015-02-23T23:17:05.180Z,175.595711,-39.95062779,4.538098521,56.2109375,MLv,,NonLinLoc,confirmed,manual,nz3drx,71,47,46,0.297292215,71.69697218,0.298432508,0.344355567
2013p049057,earthquake,2013-01-19T03:37:55.657Z,2015-01-12T23:40:43.067Z,174.897335,-40.18559173,4.133414282,18.4765625,MLv,,NonLinLoc,confirmed,manual,nz3drx,101,91,70,0.319121968,64.57678894,0.623470981,0.230715669
2013p047748,earthquake,2013-01-18T16:00:25.163Z,2015-01-12T21:57:19.508Z,174.4444136,-40.53480929,4.696353408,102.3828125,MLv,,NonLinLoc,confirmed,manual,nz3drx,91,81,63,0.482225229,80.83041432,0.464424494,0.285088063
2012p814948,earthquake,2012-10-28T12:44:33.886Z,2014-12-19T00:12:21.784Z,174.8737015,-40.1707053,4.415586463,19.8828125,MLv,,NonLinLoc,confirmed,manual,nz3drx,102,92,60,0.338036998,85.86393569,0.484102035,0.280541346
2012p812341,earthquake,2012-10-27T13:35:44.792Z,2014-12-18T19:50:58.612Z,174.8774086,-40.13245641,4.486882421,33.2421875,MLv,,NonLinLoc,confirmed,manual,nz3drx,112,102,75,0.238793594,64.69747989,0.465840084,0.228381278
2012p584656,earthquake,2012-08-04T07:44:46.157Z,2014-10-21T01:22:22.910Z,175.7338257,-42.52148438,4.156372054,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,62,42,27,1.014763713,242.3665209,0.587387805,0
2012p560243,earthquake,2012-07-26T06:57:47.954Z,2014-10-21T21:00:42.365Z,176.1585253,-40.54078089,5.010877371,27.08984375,M,,NonLinLoc,confirmed,manual,nz3drx,56,48,30,0.143857188,84.47550795,0.482246713,0
2012p517517,earthquake,2012-07-10T11:33:19.482Z,2014-10-01T19:32:24.072Z,173.7879107,-41.37369557,4.312524449,60.6640625,M,,NonLinLoc,confirmed,manual,nz3drx,63,54,30,0.109204213,70.54813907,0.603057283,0
2012p412168,earthquake,2012-06-01T12:03:19.383Z,2014-09-02T00:29:40.352Z,175.052036,-39.85335977,4.048238081,82.6953125,M,,NonLinLoc,confirmed,manual,nz3drx,49,39,37,0.108757737,119.5931559,0.264544118,0
2012p340490,earthquake,2012-05-05T23:33:13.277Z,2016-07-27T03:10:50.831Z,174.673749,-41.39149099,4.076338102,28.3203125,M,,NonLinLoc,confirmed,manual,nz3drx,29,20,99,0.117727349,111.670571,0.176753728,0
2012p242656,earthquake,2012-03-30T18:47:38.657Z,2014-06-29T20:10:33.901Z,175.4123438,-40.93159715,4.547983875,17.59765625,MLv,,NonLinLoc,confirmed,manual,nz3drx,80,72,43,0.084934943,53.58553604,0.384193379,0.274419527
2012p206879,earthquake,2012-03-17T13:05:18.435Z,2014-06-16T20:51:18.547Z,174.6552602,-39.99484035,4.133157089,120.4296875,M,,NonLinLoc,confirmed,manual,nz3drx,131,121,78,0.351174082,71.69470125,0.41346582,0
2012p183261,earthquake,2012-03-08T19:21:49.095Z,2014-05-01T23:42:48.119Z,176.2549668,-40.14300057,4.550620147,38.3984375,M,,NonLinLoc,confirmed,manual,nz3drx,60,49,30,0.163636805,49.48326171,0.501475257,0
2012p181886,earthquake,2012-03-08T07:09:05.514Z,2014-05-01T18:42:46.614Z,174.6868336,-40.70050973,4.725007737,82.9296875,M,,NonLinLoc,confirmed,manual,nz3drx,85,77,45,0.23172232,69.3937826,0.497585163,0
2012p133820,earthquake,2012-02-19T12:19:26.089Z,2014-05-27T02:51:17.283Z,175.0513874,-39.99342831,4.497257816,91.8359375,M,,NonLinLoc,confirmed,manual,nz3drx,41,32,19,0.241326642,56.36945943,0.474287554,0
2012p044955,earthquake,2012-01-17T15:12:30.891Z,2014-03-19T04:28:52.835Z,176.5263004,-40.30010279,4.45655714,16.54296875,M,,NonLinLoc,confirmed,manual,nz3drx,46,36,19,0.065303124,102.4001233,0.386594134,0
3634716,earthquake,2011-12-29T19:31:08.806Z,2013-09-30T12:55:00.000Z,173.63869,-41.26178,4.156,98.5306,ML,,GROPE,reviewed,manual,nz1dr,56,53,42,0.2,88,0.24582,0.214
3620927,earthquake,2011-12-03T06:19:10.511Z,2013-09-30T15:04:00.000Z,174.31699,-41.34543,5.1,55.098,Mw,,GROPE,reviewed,manual,nz1dr,116,113,0,0.137,81,0.13093,0
3603873,earthquake,2011-11-01T22:41:59.279Z,2013-09-04T15:53:00.000Z,174.28932,-41.63099,4.4,11.6479,Mw,,GROPE,reviewed,manual,nz1dr,41,38,0,0.132,119,0.14891,0
3590129,earthquake,2011-10-05T13:42:51.451Z,2013-09-04T14:28:00.000Z,176.67764,-40.31794,4.3,49.4617,Mw,,GROPE,reviewed,manual,nz1dr,101,97,0,0.052,87,0.18881,0
3580231,earthquake,2011-09-16T05:27:55.776Z,2013-09-04T13:52:00.000Z,174.69414,-41.13681,4.2,53.0232,ML,,GROPE,reviewed,manual,nz1dr,104,100,44,0.091,41,0.21371,0.226
3562805,earthquake,2011-08-15T05:24:42.641Z,2013-09-04T09:49:00.000Z,176.18077,-40.43386,4.144,34.878,ML,,GROPE,reviewed,manual,nz1dr,50,47,49,0.104,45,0.16014,0.28
3553994,earthquake,2011-07-29T10:34:34.678Z,2013-09-03T15:55:00.000Z,175.36459,-39.72646,4.143,70.3446,ML,,GROPE,reviewed,manual,nz1dr,82,75,50,0.294,29,0.25404,0.3
3546520,earthquake,2011-07-15T06:22:59.497Z,2013-09-03T15:45:00.000Z,176.62788,-40.35062,4.378,23.9814,ML,,GROPE,reviewed,manual,nz1dr,32,27,92,0.048,180,0.47955,0.228
3541063,earthquake,2011-07-05T20:21:38.517Z,2013-09-03T15:39:00.000Z,176.93089,-40.7016,4.2,25,Mw,,GROPE,reviewed,manual,nz1dr,41,34,0,0.422,214,0.2497,0
3540343,earthquake,2011-07-04T10:02:46.786Z,2013-09-03T15:36:00.000Z,176.8515,-40.66955,4.221,33,ML,operator assigned,GROPE,reviewed,manual,nz1dr,57,54,76,0.354,209,0.22691,0.21
3540318,earthquake,2011-07-04T08:36:51.677Z,2013-09-03T15:36:00.000Z,177.00922,-40.79179,4.8,12,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,68,63,0,0.524,205,0.19759,0
3539986,earthquake,2011-07-03T16:06:59.799Z,2013-09-03T15:35:00.000Z,176.89214,-40.72216,4.1,33,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,68,63,0,0.411,204,0.21253,0
3515228,earthquake,2011-05-18T23:10:44.321Z,2013-08-28T14:58:00.000Z,175.13924,-40.61039,4.175,42.305,ML,,GROPE,reviewed,manual,nz1dr,77,73,39,0.161,58,0.29268,0.219
3501569,earthquake,2011-04-23T11:07:30.622Z,2013-08-28T12:27:00.000Z,174.23734,-40.69302,4.363,71.1299,ML,,GROPE,reviewed,manual,nz1dr,76,72,53,0.264,84,0.16666,0.248
3495132,earthquake,2011-04-11T00:33:59.664Z,2013-08-28T12:18:00.000Z,176.49228,-40.32029,4.7,40.8157,Mw,,GROPE,reviewed,manual,nz1dr,94,90,0,0.093,59,0.21835,0
3484666,earthquake,2011-03-24T14:43:52.128Z,2013-08-21T16:43:00.000Z,174.13037,-40.68476,4.191,71.3298,ML,,GROPE,reviewed,manual,nz1dr,69,64,50,0.198,88,0.17991,0.213
3473252,earthquake,2011-03-03T13:19:20.784Z,2013-08-21T16:20:00.000Z,175.07866,-41.08104,4,29.0096,Mw,,GROPE,reviewed,manual,nz1dr,96,84,0,0.029,53,0.15979,0
3472164,earthquake,2011-03-01T09:07:51.124Z,2013-08-21T16:18:00.000Z,174.55859,-41.19741,4.464,40.9864,ML,,GROPE,reviewed,manual,nz1dr,94,78,51,0.165,73,0.10328,0.191
3466704,earthquake,2011-02-18T04:51:53.747Z,2013-08-14T15:53:00.000Z,174.63629,-41.37632,4.012,21.7224,ML,,GROPE,reviewed,manual,nz1dr,50,44,62,0.12,98,0.14504,0.135
3453744,earthquake,2011-01-22T15:25:59.790Z,2013-08-14T14:56:00.000Z,174.17656,-41.33356,4.1,43.0515,Mw,,GROPE,reviewed,manual,nz1dr,54,50,0,0.127,69,0.16513,0
3450576,earthquake,2011-01-20T17:46:58.015Z,2013-08-14T14:55:00.000Z,176.20798,-40.09655,4.154,34.6332,ML,,GROPE,reviewed,manual,nz1dr,59,52,40,0.134,59,0.26464,0.26
3435604,earthquake,2010-12-22T18:02:07.633Z,2013-08-14T12:03:00.000Z,175.53955,-40.86544,4.093,28.0588,ML,,GROPE,reviewed,manual,nz1dr,60,52,63,0.038,61,0.2507,0.222
3413873,earthquake,2010-11-28T01:22:13.142Z,2013-08-12T15:29:00.000Z,175.54485,-40.88183,5,25.1904,Mw,,GROPE,reviewed,manual,nz1dr,98,94,0,0.029,36,0.29708,0
3412778,earthquake,2010-11-25T17:59:28.406Z,2013-08-12T15:27:00.000Z,175.8187,-40.08049,4.239,59.0875,ML,,GROPE,reviewed,manual,nz1dr,89,88,47,0.111,41,0.2776,0.217
3409613,earthquake,2010-11-19T07:31:01.618Z,2013-08-12T15:18:00.000Z,175.08638,-41.07462,4.29,29.0225,ML,,GROPE,reviewed,manual,nz1dr,69,60,71,0.037,41,0.19912,0.29
3409209,earthquake,2010-11-18T12:15:32.652Z,2013-08-12T15:17:00.000Z,175.37708,-40.66106,4.127,43.0922,ML,,GROPE,reviewed,manual,nz1dr,84,79,42,0.084,36,0.23321,0.254
3402865,earthquake,2010-11-05T20:39:09.282Z,2013-08-12T15:01:00.000Z,174.57924,-40.27848,4.295,85.8017,ML,,GROPE,reviewed,manual,nz1dr,70,65,41,0.497,78,0.18389,0.183
3400493,earthquake,2010-11-01T00:35:52.165Z,2013-08-12T14:54:00.000Z,175.04306,-40.21505,4.142,12,ML,operator assigned,GROPE,reviewed,manual,nz1dr,71,66,77,0.46,76,0.35271,0.235
3370817,earthquake,2010-09-12T00:50:17.851Z,2013-07-16T14:24:00.000Z,174.43794,-40.29822,4.22,95.5919,ML,,GROPE,reviewed,manual,nz1dr,76,71,40,0.64,85,0.19245,0.195
3369436,earthquake,2010-09-09T08:25:49.435Z,2013-07-16T14:20:00.000Z,176.82024,-40.44806,4.346,24.7543,ML,,GROPE,reviewed,manual,nz1dr,66,62,72,0.215,101,0.29472,0.236
3369346,earthquake,2010-09-09T04:18:48.330Z,2013-07-16T14:20:00.000Z,176.78368,-40.41871,4.9,15.7133,Mw,,GROPE,reviewed,manual,nz1dr,82,81,0,0.174,92,0.20028,0
3368159,earthquake,2010-09-07T06:36:14.090Z,2013-07-16T14:15:00.000Z,176.83025,-40.47006,4.251,12,ML,operator assigned,GROPE,reviewed,manual,nz1dr,65,63,75,0.235,189,0.17333,0.253
3367989,earthquake,2010-09-06T22:48:33.663Z,2013-07-16T14:15:00.000Z,176.72292,-40.38838,5,21.1418,Mw,,GROPE,reviewed,manual,nz1dr,57,52,0,0.12,180,0.23463,0
3361067,earthquake,2010-08-24T22:17:36.813Z,2013-07-16T10:18:00.000Z,174.89383,-40.10675,4.6,29.9136,Mw,,GROPE,reviewed,manual,nz1dr,32,27,0,0.208,108,0.34615,0
3354568,earthquake,2010-08-12T14:27:38.550Z,2013-07-16T10:11:00.000Z,177.1792,-40.74426,4.494,33,ML,operator assigned,GROPE,reviewed,manual,nz1dr,63,59,85,0.606,219,0.1489,0.232
3352238,earthquake,2010-08-08T01:48:02.583Z,2013-07-16T10:08:00.000Z,175.67406,-40.56095,4.313,39.6803,ML,,GROPE,reviewed,manual,nz1dr,56,54,40,0.094,32,0.28813,0.274
3336041,earthquake,2010-07-08T08:40:34.080Z,2013-07-16T09:28:00.000Z,175.95876,-40.43282,4.331,29.1748,ML,,GROPE,reviewed,manual,nz1dr,64,56,73,0.115,29,0.31065,0.265
3327145,earthquake,2010-06-21T16:24:51.596Z,2013-07-10T14:31:00.000Z,174.29143,-41.55966,4.008,15.6888,ML,,GROPE,reviewed,manual,nz1dr,38,33,68,0.2,106,0.21268,0.176
3319052,earthquake,2010-06-06T17:23:02.879Z,2013-07-10T14:11:00.000Z,175.9382,-40.41986,4.049,31.304,ML,,GROPE,reviewed,manual,nz1dr,48,43,57,0.095,46,0.2034,0.22
3299486,earthquake,2010-04-30T19:20:01.864Z,2013-07-10T13:00:00.000Z,173.91542,-40.76495,4.394,110.2322,ML,,GROPE,reviewed,manual,nz1dr,68,65,35,0.039,91,0.14651,0.224
3260368,earthquake,2010-02-12T13:41:35.746Z,2013-07-09T14:26:00.000Z,174.96089,-40.91943,4.2,62.2657,Mw,,GROPE,reviewed,manual,nz1dr,97,92,0,0.069,48,0.17145,0
3227595,earthquake,2010-01-07T13:15:06.078Z,2013-07-03T13:33:00.000Z,174.22539,-40.37912,4.398,90.9111,ML,,GROPE,reviewed,manual,nz1dr,72,66,39,0.483,94,0.17729,0.179
3207634,earthquake,2009-12-12T16:38:06.546Z,2013-07-02T09:17:00.000Z,174.84444,-40.55538,4.194,48.993,ML,,GROPE,reviewed,manual,nz1dr,86,79,41,0.304,67,0.22551,0.179
3206298,earthquake,2009-12-10T02:54:18.309Z,2013-07-02T09:15:00.000Z,174.86473,-40.56293,4.062,44.8009,ML,,GROPE,reviewed,manual,nz1dr,73,67,35,0.301,65,0.25568,0.176
3205715,earthquake,2009-12-08T22:09:25.355Z,2013-07-02T09:14:00.000Z,174.85353,-40.56196,4.6,48.9112,Mw,,GROPE,reviewed,manual,nz1dr,89,84,0,0.294,65,0.21726,0
3185771,earthquake,2009-11-18T18:04:00.681Z,2013-07-01T16:10:00.000Z,175.60246,-40.41402,4.7,42.6911,Mw,,GROPE,reviewed,manual,nz1dr,100,87,0,0.064,46,0.21901,0
3165869,earthquake,2009-10-10T05:02:35.546Z,2013-07-01T08:31:00.000Z,174.60161,-41.16158,4.3,41.8977,Mw,,GROPE,reviewed,manual,nz1dr,68,62,0,0.164,53,0.11507,0
3165373,earthquake,2009-10-09T04:08:25.986Z,2013-07-01T08:31:00.000Z,176.22824,-40.91508,4.311,32.6387,ML,,GROPE,reviewed,manual,nz1dr,48,45,77,0.016,183,0.21233,0.249
3154442,earthquake,2009-09-15T17:13:13.522Z,2013-06-27T16:20:00.000Z,176.5265,-40.96583,4,28.6368,Mw,,GROPE,reviewed,manual,nz1dr,47,44,0,0.252,204,0.26523,0
3152083,earthquake,2009-09-10T09:07:19.796Z,2013-06-27T16:15:00.000Z,174.34749,-40.72501,4.091,72.1841,ML,,GROPE,reviewed,manual,nz1dr,64,63,35,0.333,79,0.27484,0.203
3145196,earthquake,2009-08-27T15:52:29.593Z,2013-06-25T15:53:00.000Z,174.70155,-41.43361,4.201,33.9788,ML,,GROPE,reviewed,manual,nz1dr,43,41,37,0.123,113,0.18796,0.202
3145159,earthquake,2009-08-27T14:10:48.957Z,2013-06-25T15:53:00.000Z,174.70868,-41.44162,4.7,33.91,Mw,,GROPE,reviewed,manual,nz1dr,71,69,0,0.126,102,0.17019,0
3144421,earthquake,2009-08-26T07:52:39.796Z,2013-06-25T15:52:00.000Z,176.55835,-40.4385,4.3,36.7138,Mw,,GROPE,reviewed,manual,nz1dr,80,76,0,0.068,175,0.19824,0
3134964,earthquake,2009-08-05T17:51:11.556Z,2013-06-25T15:35:00.000Z,174.42551,-40.7823,4.287,63.7844,ML,,GROPE,reviewed,manual,nz1dr,68,63,38,0.376,113,0.21615,0.205
3102845,earthquake,2009-06-04T14:33:13.413Z,2013-06-24T12:52:00.000Z,174.54042,-41.05982,4.035,44.0797,ML,,GROPE,reviewed,manual,nz1dr,67,57,34,0.237,60,0.17257,0.224
3084351,earthquake,2009-05-01T05:16:14.210Z,2013-06-24T11:12:00.000Z,174.80473,-41.18717,4.057,30.8747,ML,,GROPE,reviewed,manual,nz1dr,59,47,52,0.056,74,0.16695,0.215
3082943,earthquake,2009-04-28T09:54:47.651Z,2013-06-20T11:17:00.000Z,175.43158,-41.04568,4,33.8699,Mw,,GROPE,reviewed,manual,nz1dr,57,46,0,0.109,51,0.17033,0
